index	ID	商品分类	数量	成本	销售
821	0085081550873	540219	1	488	399
822	0085081552280	540101	2	70	38
823	0085081552617	540203	1	279	299
824	0085715633804	300501	1	142	199
825	0088251218801	100111	4	464	596
826	0089269000013	720502	1	98	139
827	0089269000334	720515	1	98	139
828	0089269000402	720506	1	105	149
829	0089269000433	720502	1	57	75
830	0089269000471	720515	1	119	169
831	0089269000617	720506	1	112	159
832	0089269000624	720502	1	140	199
833	0089269000648	720506	1	105	149
834	0089269000914	720504	1	91	129
835	0089269004059	720515	1	98	132
836	0089782000750	100205	1	72	89
837	0089782000804	100102	1	34	45
838	0089782010797	100202	1	40	52
839	0089782010803	100202	1	40	52
840	0089782010810	100202	1	40	55
841	0089782010827	100201	1	40	52
842	0089782010834	100201	1	40	55
843	0089782010841	100201	1	40	55
844	0089782012029	100205	1	34	40
845	0089782012067	100205	1	34	42
846	0089782013392	100216	3	360	474
847	0089782013408	100215	1	123	158
848	0089782013521	100215	1	123	158
849	0089782016546	100205	1	18	25
850	0089782016577	100205	1	18	25
851	0089782019059	100216	1	21	28
852	0089782019066	100216	1	21	27
853	0089782019073	100216	1	21	28
854	0092277600052	100323	1	73	93
855	0092691014541	100301	1	88	105
856	0092691054547	100301	1	99	114
857	0093818004322	760506	1	38	55
858	0093818004339	760506	1	44	65
859	0093818004346	760506	1	49	69
860	0093818004353	760506	1	66	95
861	0300080851111	560402	2	704	630
862	0300086631038	560402	1	323	365
863	0300086779136	560402	3	1113	1245
864	0300086780026	560402	2	760	870
865	0300086781023	560402	1	380	435
866	0300086798014	560401	1	290	338
867	0300410824006	530107	1	60	79
868	0300410824105	530107	1	60	75
869	0300410825737	530107	1	53	75
870	0300410825768	530107	1	53	75
871	0300410855406	530104	1	112	149
872	0300410855611	530104	2	122	150
873	0300410857615	530104	2	122	150
874	0300410863531	530104	2	98	130
875	0309970611002	300702	1	40	65
876	0309971684005	300702	1	40	65
877	0310742004014	300716	1	80	109
878	0310742005110	300716	1	72	88
879	0310742006018	300716	1	72	88
880	0310742007329	300716	1	80	109
881	0310742205022	300704	1	153	199
882	0350730310307	590603	1	57	79
883	0366400821912	300423	1	210	295
884	0369481090482	300712	1	227	399
885	0369481100136	300712	1	56	99
886	0369482020082	300716	1	73	129
887	0381510125064	300422	1	193	269
888	0381510125118	300424	1	193	269
889	0381510125125	300422	1	193	269
890	0381510125149	300424	1	193	269
891	0381510125217	300424	1	193	269
892	0381510125224	300424	1	193	269
893	0381514983004	530110	1	103	125
894	0381514986005	530110	1	103	125
895	0381514987002	530111	1	103	125
896	0381514991009	530111	1	103	125
897	0382256090005	590204	1	70	94
898	0399011800212	100213	1	210	187
899	0603808124567	100614	1	242	299
900	0608160961096	780508	1	133	199
901	0608160961102	780508	1	200	299
902	0608160961799	780508	1	179	219
903	0611565199032	300712	1	100	159
904	0611565199056	300701	1	100	159
905	0611565199070	300701	1	100	159
906	0611565199094	300702	1	100	159
907	0613033214506	500306	1	9	13
908	0613033215015	500343	1	16	24
909	0613033215022	500343	1	16	23
910	0613033216296	500538	1	28	40
911	0614632010261	130305	1	76	99
912	0614632010285	130305	1	71	93
913	0614632030504	130305	1	95	123
914	0614632030627	130305	1	76	99
915	0614632030740	130305	1	142	185
916	0614632040459	130305	1	64	83
917	0614632040473	130305	1	64	83
918	0614632071101	130305	1	112	95
919	0614632100177	130305	1	53	69
920	0614632310019	130305	1	61	76
921	0614632320025	130305	1	53	69
922	0614632320032	130305	2	102	132
923	0614632330017	130305	1	116	128
924	0614632350015	130305	1	55	69
925	0614632350022	130305	1	42	55
926	0614632400048	130305	1	71	93
927	0614632400130	130305	1	53	69
928	0614632410016	130305	1	95	119
929	0614632410023	130305	2	152	190
930	0614632560070	130305	1	62	83
931	0616623180977	720504	1	570	799
932	0616623300016	720501	1	450	599
933	0616623500706	720501	1	450	599
934	0617150010430	720507	4	640	880
935	0617150012038	720502	1	115	160
936	0617150012182	720504	1	95	135
937	0617150012274	720504	1	210	300
938	0625087881009	100604	1	180	239
939	0640700000094	110115	1	70	68
940	0643334006265	530205	1	71	99
941	0643334006272	530205	1	71	99
942	0643334006302	530205	1	71	99
943	0643334006326	530205	1	71	99
944	0643334012853	530205	1	71	99
945	0643334012877	530205	1	71	99
946	0643334012884	530205	1	71	99
947	0643334012891	530205	1	71	99
948	0648636100154	110401	1	77	110
949	0648636100161	110401	1	77	104
950	0654862043080	760904	1	230	345
951	0702135200248	590203	1	190	299
952	0704436000015	780501	1	750	990
953	0706460051292	500804	1	657	759
954	0712067114216	550104	1	256	389
955	0716221056602	100503	1	120	142
956	0719503044021	530408	1	126	152
957	0719859796117	100512	1	24	28
958	0719859796124	100512	1	24	28
959	0723125480129	100320	1	41	52
960	0723125481409	100312	1	24	29
961	0723125481911	100323	1	42	52
962	0723125481942	100323	1	42	49
963	0723125481966	100208	1	42	52
964	0723125481973	100323	1	40	48
965	0723125481980	100205	1	42	52
966	0723125485025	100324	1	50	65
967	0723125485032	100324	1	42	49
968	0723125488019	100106	1	50	65
969	0723125488026	100102	1	50	62
970	0723125488033	100112	1	45	55
971	0723125488040	100103	1	50	65
972	0723125488064	100324	1	45	59
973	0723125488071	110507	1	105	135
974	0723125488088	110507	1	105	135
975	0723125488095	110507	1	105	135
976	0723125910015	100409	1	75	90
977	0723125910022	100409	1	75	95
978	0723125910039	100410	1	75	95
979	0723125910046	100409	1	75	95
980	0723125910053	100414	1	100	129
981	0723125910107	100218	1	49	56
982	0723125910114	100218	1	49	59
983	0723125910145	100217	2	104	129
984	0723125910213	100431	1	100	125
985	0726161440010	520133	1	260	369
986	0726161440027	520133	1	335	452
987	0726161440034	520133	2	820	732
988	0729042010340	510539	1	24	35
989	0729042023807	510512	1	36	52
990	0729042023876	510522	1	48	69
991	0729042038283	510539	1	54	79
992	0729042038290	510539	1	48	69
993	0729042063148	510539	1	60	89
994	0729238112810	470106	1	1358	1625
995	0729238112834	470106	1	572	720
996	0729238112841	470106	1	572	720
997	0729238130029	470301	1	1000	1134
998	0729238130043	470302	1	642	729
999	0729238130050	470305	1	857	1080
1000	0729238191921	470103	1	4285	5130
1001	0729238294035	470202	1	750	945
1002	0729238294042	470202	1	750	945
1003	0729238294059	470202	1	750	945
1004	0729238294066	470202	1	750	945
1005	0729238294073	470202	1	750	945
1006	0729238294080	470202	1	750	945
1007	0729238294097	470609	1	249	315
1008	0729238294103	470106	1	928	1170
1009	0729238294110	470205	1	785	990
1010	0729238294127	470205	1	785	990
1011	0729238294158	470204	1	678	855
1012	0730521600044	500803	1	305	399
1013	0730646602558	760734	1	110	169
1014	0730852105805	470107	1	571	720
1015	0730852106017	470107	4	1856	2340
1016	0730852106048	470202	1	535	675
1017	0730852106055	470202	1	535	675
1018	0730852106079	470202	1	535	675
1019	0730852106093	470207	1	392	495
1020	0730852106116	470107	1	571	720
1021	0730852106208	470107	1	607	765
1022	0730852193727	470105	1	1857	2340
1023	0733879011067	761112	1	367	449
1024	0733879011074	761112	1	367	499
1025	0733879011081	760938	1	367	499
1026	0733879013047	760938	1	334	446
1027	0733879013054	761112	1	334	469
1028	0733879016192	760938	1	218	299
1029	0733879016215	761112	1	218	299
1030	0733879042153	760234	1	180	249
1031	0733879042252	760301	1	260	349
1032	0733879120547	760520	1	19	28
1033	0733879122022	760103	1	22	32
1034	0733879122046	760119	1	66	96
1035	0733879122053	760703	1	55	80
1036	0733879122060	760707	1	55	72
1037	0733879122091	760640	1	82	114
1038	0733879122183	760656	1	55	80
1039	0733879122190	760656	1	55	80
1040	0733879122510	760656	1	110	160
1041	0733879122527	760656	1	41	60
1042	0733879122596	760514	2	32	46
1043	0733879122626	760656	1	55	80
1044	0733879141221	760656	1	48	65
1045	0733879211016	760201	1	46	67
1046	0733879211030	760221	2	132	192
1047	0733879211054	760221	1	66	91
1048	0733879211078	760221	1	55	76
1049	0733879211085	760205	1	55	80
1050	0733879211115	760524	1	27	40
1051	0733879211122	760524	1	33	48
1052	0733879211139	760524	1	44	64
1053	0733879211153	760514	1	27	40
1054	0733879211177	760203	1	33	48
1055	0733879211184	760203	1	154	213
1056	0733879211207	760530	1	33	48
1057	0733879211221	760531	1	16	24
1058	0733879211245	760618	1	33	48
1059	0733879211269	760517	1	16	24
1060	0733879211276	760656	2	66	96
1061	0733879211290	760656	1	110	152
1062	0733879211313	760656	1	44	64
1063	0733879211320	760656	2	66	92
1064	0733879211337	760656	1	41	60
1065	0733879211344	760656	1	55	80
1066	0733879211351	760619	1	38	56
1067	0733879211375	760159	1	44	64
1068	0733879211467	760657	1	66	86
1069	0733879211474	760657	1	99	137
1070	0733879211504	760702	1	55	80
1071	0733879211542	760622	1	49	72
1072	0733879211559	760159	1	30	44
1073	0733879211566	760103	4	64	96
1074	0733879211573	760520	1	33	46
1075	0733879211610	760619	1	82	120
1076	0733879211672	760656	1	49	72
1077	0733879211689	760656	1	49	72
1078	0733879211696	760656	1	49	65
1079	0733879211702	760661	1	99	144
1080	0733879211726	760111	1	27	40
1081	0733879211733	760637	1	33	47
1082	0733879211795	760203	1	209	304
1083	0733879270037	760530	1	33	48
1084	0733879271003	760201	1	66	99
1085	0733879271041	760530	1	49	75
1086	0733879271065	760656	1	49	75
1087	0733879271072	760656	4	484	740
1088	0733879271089	760620	1	55	85
1089	0733879271096	760657	2	88	136
1090	0733879271102	760657	2	220	338
1091	0733879271119	760656	2	38	58
1092	0733879271126	760656	11	242	352
1093	0733879271133	760656	1	44	68
1094	0733879271157	760203	1	209	299
1095	0733879271164	760656	1	55	85
1096	0733879271171	760656	1	55	81
1097	0733879271188	760656	1	55	85
1098	0733879271195	760656	1	66	99
1099	0733879271201	760656	1	77	119
1100	0733879271218	760656	1	55	85
1101	0733879271225	760229	1	154	238
1102	0733879271232	760229	2	418	598
1103	0738058008784	520328	1	37	56
1104	0747752692519	730104	1	70	80
1105	0747752692533	730104	1	115	150
1106	0747752843683	730105	1	105	139
1107	0747752843690	730105	1	128	169
1108	0747752874328	730104	1	156	199
1109	0747752874335	730104	1	195	256
1110	0747752874342	730104	1	245	320
1111	0748675116250	100302	1	46	59
1112	0751530001318	760927	1	595	750
1113	0751530007716	760927	1	980	1290
1114	0751530011133	760306	1	1800	2699
1115	0751538697001	720314	1	160	220
1116	0751538697315	720312	1	65	99
1117	0751538697414	720509	1	65	99
1118	0753092828884	100511	8	248	336
1119	0753092828891	100511	1	16	21
1120	0757437710018	300610	1	67	95
1121	0758913123742	720501	1	70	99
1122	0781525957009	110513	1	50	62
1123	0781525957108	110513	1	50	65
1124	0795191689560	760583	1	40	59
1125	0795678508360	720515	2	146	198
1126	0799227191263	760618	2	60	84
1127	0799227191461	760620	1	60	85
1128	0840003676112	100306	1	76	89
1129	0955624888018	100414	1	93	119
1130	1001160000052	760913	1	250	350
1131	20008819     	501102	1	73	105
1132	20008932     	501102	1	80	112
1133	20009168     	501102	1	143	208
1134	20009199     	501102	1	168	243
1135	20009229     	501102	1	97	142
1136	20044824     	540605	1	154	192
1137	20055301     	540204	1	218	296
1138	20055332     	540204	1	180	246
1139	20055400     	540201	1	138	188
1140	20057190     	560325	1	240	291
1141	20057527     	560342	1	120	160
1142	20062118     	760641	1	91	131
1143	20062149     	760641	1	166	239
1144	20062286     	760653	1	270	379
1145	20062309     	760614	2	64	84
1146	20062361     	760653	1	513	664
1147	20062484     	760623	1	17	27
1148	20062514     	760219	1	91	123
1149	20067724     	540203	1	97	132
1150	20067755     	540203	1	77	112
1151	20067762     	540203	2	134	198
1152	20067779     	540203	1	106	155
1153	20068899     	501002	1	130	185
1154	20069162     	501002	1	74	100
1155	20072094     	300201	1	19	30
1156	20072100     	300201	1	19	30
1157	20072131     	300118	1	9	15
1158	20072223     	300112	1	14	23
1159	20072278     	300208	1	16	25
1160	20072285     	300208	1	22	35
1161	20072322     	300408	1	27	42
1162	20072353     	300408	1	36	50
1163	20072414     	300112	1	14	23
1164	20072476     	300201	1	9	14
1165	20072483     	300111	1	16	28
1166	20072605     	300408	1	27	40
1167	20075811     	300412	1	439	585
1168	20076252     	590303	1	38	52
1169	20076658     	300101	1	51	78
1170	20076689     	300101	1	56	85
1171	20076801     	300101	1	52	80
1172	20076825     	300101	1	97	135
1173	20076849     	300101	1	73	99
1174	20076863     	300101	1	22	35
1175	20076887     	300101	1	22	35
1176	20085957     	760132	1	140	189
1177	20086169     	760586	1	90	125
1178	20086206     	760518	1	87	125
1179	20086350     	760539	1	35	49
1180	20086480     	760201	4	96	140
1181	20086770     	760526	1	330	450
1182	20086862     	760201	1	22	32
1183	20087357     	760540	1	27	39
1184	20087371     	760540	1	27	39
1185	20087388     	760540	1	27	39
1186	20087401     	760540	1	27	39
1187	20087739     	760227	1	99	139
1188	20087760     	760219	1	81	110
1189	20087920     	760214	3	246	339
1190	20087968     	760219	1	165	235
1191	20089245     	760540	1	33	49
1192	20089269     	760409	1	55	79
1193	20089917     	760409	1	55	79
1194	20090067     	760409	1	55	79
1195	20090562     	760210	1	46	65
1196	20090685     	760210	1	66	95
1197	20090852     	760210	1	66	95
1198	20090890     	760210	1	66	95
1199	20090999     	760214	1	33	48
1200	20091026     	760214	1	33	48
1201	20091057     	760214	1	33	48
1202	20091071     	760214	1	66	95
1203	20091477     	760214	1	110	159
1204	20091712     	760505	2	462	670
1205	20091736     	760505	1	551	750
1206	20092696     	760208	1	264	369
1207	20092740     	760208	1	264	350
1208	20092788     	760208	1	264	369
1209	20094805     	760506	1	44	54
1210	20095819     	760210	1	66	95
1211	20100360     	540209	1	106	149
1212	20100711     	540209	2	86	124
1213	20100780     	540202	1	108	152
1214	20100797     	540218	1	135	189
1215	20100933     	540218	2	100	144
1216	20100988     	540218	1	38	52
1217	20102081     	540212	1	18	28
1218	20103088     	540104	1	130	180
1219	20116415     	590102	1	13	17
1220	20116422     	590106	2	8	16
1221	20123833     	760653	1	214	299
1222	20123840     	760653	1	369	499
1223	20123857     	760653	1	638	845
1224	20123918     	760623	1	35	49
1225	20123932     	760686	1	47	69
1226	20123963     	760614	1	20	28
1227	20137045     	500510	1	26	39
1228	20148706     	500903	1	77	115
1229	20148973     	500903	1	186	256
1230	20148997     	500903	1	180	259
1231	20149024     	500903	1	174	249
1232	20149055     	500903	1	167	227
1233	20149772     	500903	1	62	92
1234	20149802     	500903	1	67	99
1235	20149833     	500903	1	72	109
1236	20149864     	500903	1	77	119
1237	20153137     	560329	1	89	123
1238	20153267     	730301	1	64	90
1239	20153281     	730315	1	39	55
1240	20153342     	560307	1	297	399
1241	20153366     	730301	1	53	79
1242	20153700     	560306	1	111	153
1243	20153984     	560322	1	71	98
1244	20154912     	720508	1	55	85
1245	20159658     	320202	2	342	480
1246	20159665     	320202	1	171	240
1247	20159672     	320202	1	171	240
1248	20159696     	320201	3	480	672
1249	20159702     	320201	1	160	224
1250	20159719     	320201	2	320	404
1251	20159764     	320103	1	171	240
1252	20159788     	320103	1	171	240
1253	20159795     	320103	1	171	240
1254	20159849     	320102	1	171	216
1255	20159856     	320102	1	171	240
1256	20159900     	320102	1	160	224
1257	20160128     	320202	2	274	365
1258	20160159     	320202	1	137	192
1259	20160180     	320202	2	274	365
1260	20160203     	320203	1	91	128
1261	20160210     	320203	1	91	128
1262	20160272     	320203	2	148	208
1263	20160296     	320203	1	74	104
1264	20160319     	320203	1	74	104
1265	20161453     	320205	1	165	206
1266	20161477     	320205	3	495	619
1267	20165918     	590504	1	207	274
1268	20165956     	590502	1	184	237
1269	20166069     	590504	1	207	269
1270	20171612     	760101	2	92	130
1271	20171629     	760115	2	110	156
1272	20175313     	560102	1	111	170
1273	20179144     	320402	1	381	470
1274	20179212     	320402	3	1221	1590
1275	20179335     	320402	2	630	864
1276	20179359     	320402	2	1182	1620
1277	20179489     	320402	2	498	684
1278	20180348     	320503	1	341	468
1279	20180553     	320503	1	644	882
1280	20180560     	320503	1	216	282
1281	20180584     	320503	1	512	668
1282	20180713     	320503	1	952	1305
1283	20180850     	320501	1	92	126
1284	20181055     	320501	1	118	162
1285	20181093     	320501	3	354	462
1286	20181703     	320501	2	236	324
1287	20181734     	320501	1	164	225
1288	20189877     	560311	1	77	106
1289	20192310     	320402	2	794	1044
1290	20197872     	500323	1	110	145
1291	20197889     	500323	1	32	48
1292	20200657     	320501	2	246	324
1293	20203689     	110407	1	44	54
1294	20205133     	470601	1	43	51
1295	20206130     	470611	1	43	54
1296	20215460     	130206	1	104	125
1297	20215477     	130206	1	85	103
1298	20216559     	500903	1	270	399
1299	20217013     	520504	1	25	39
1300	20217037     	520419	1	75	109
1301	20217266     	520105	1	48	72
1302	20217280     	520121	1	24	35
1303	20217297     	520120	1	45	65
1304	20222406     	320403	1	295	405
1305	20222604     	320501	1	184	252
1306	20227708     	760631	1	38	54
1307	20227715     	760631	1	38	54
1308	20228255     	760631	2	54	72
1309	20228347     	760631	3	81	108
1310	20228378     	760631	1	40	58
1311	20228385     	760631	1	40	58
1312	20228392     	760631	1	40	58
1313	20228422     	760631	1	40	58
1314	20228439     	760631	1	40	58
1315	20228552     	760631	1	63	85
