index	ID	年龄	区域
1070	00130219  	F 	E 
1071	00130714  	F 	E 
1072	00130769  	C 	F 
1073	00131018  	C 	G 
1074	00131353  	D 	F 
1075	00131780  	H 	E 
1076	00131841  	D 	E 
1077	00131865  	H 	E 
1078	00131872  	D 	E 
1079	00132251  	E 	A 
1080	00132367  	F 	F 
1081	00132756  	E 	D 
1082	00132831  	G 	E 
1083	00132855  	G 	E 
1084	00132916  	E 	F 
1085	00133227  	F 	F 
1086	00133265  	E 	F 
1087	00133609  	D 	D 
1088	00133821  	C 	F 
1089	00134026  	B 	H 
1090	00134088  	D 	F 
1091	00134224  	D 	F 
1092	00134521  	C 	E 
1093	00134637  	D 	D 
1094	00134897  	A 	D 
1095	00134941  	G 	E 
1096	00135153  	C 	E 
1097	00135221  	F 	D 
1098	00135344  	E 	E 
1099	00135375  	C 	F 
1100	00135436  	G 	A 
1101	00135474  	F 	E 
1102	00135627  	I 	E 
1103	00135672  	E 	E 
1104	00135788  	F 	E 
1105	00135801  	F 	F 
1106	00135894  	F 	E 
1107	00136013  	H 	F 
1108	00136051  	G 	E 
1109	00136099  	G 	E 
1110	00136112  	E 	F 
1111	00136136  	D 	E 
1112	00136143  	E 	H 
1113	00136174  	F 	E 
1114	00136198  	G 	E 
1115	00136235  	C 	E 
1116	00136273  	G 	E 
1117	00136303  	H 	E 
1118	00136334  	F 	F 
1119	00136389  	G 	F 
1120	00136396  	C 	F 
1121	00136471  	F 	E 
1122	00136754  	D 	F 
1123	00136761  	E 	F 
1124	00136822  	G 	E 
1125	00136860  	F 	F 
1126	00136952  	F 	C 
1127	00136983  	A 	E 
1128	00137027  	C 	F 
1129	00137072  	C 	F 
1130	00137102  	C 	B 
1131	00137232  	D 	F 
1132	00137881  	C 	F 
1133	00137928  	B 	F 
1134	00138123  	C 	H 
1135	00138130  	B 	F 
1136	00138352  	F 	F 
1137	00138499  	E 	E 
1138	00138512  	D 	F 
1139	00138598  	E 	E 
1140	00138628  	C 	E 
1141	00138833  	B 	B 
1142	00139526  	J 	E 
1143	00139557  	D 	B 
1144	00139847  	D 	E 
1145	00139854  	H 	E 
1146	00139861  	C 	E 
1147	00139892  	C 	E 
1148	00139977  	H 	F 
1149	00140010  	C 	B 
1150	00140027  	C 	F 
1151	00140249  	F 	F 
1152	00140300  	H 	E 
1153	00140355  	G 	E 
1154	00140379  	F 	E 
1155	00140386  	H 	E 
1156	00140447  	C 	F 
1157	00140461  	C 	G 
1158	00140546  	D 	E 
1159	00140607  	C 	E 
1160	00140621  	G 	F 
1161	00140690  	F 	F 
1162	00140867  	G 	H 
1163	00141833  	F 	F 
1164	00141901  	F 	E 
1165	00141949  	F 	F 
1166	00142038  	D 	C 
1167	00142151  	E 	F 
1168	00142403  	C 	D 
1169	00142755  	C 	F 
1170	00142892  	C 	E 
1171	00143370  	F 	E 
1172	00143448  	E 	E 
1173	00143516  	G 	E 
1174	00143554  	J 	C 
1175	00143660  	E 	E 
1176	00143783  	G 	E 
1177	00143851  	C 	F 
1178	00144247  	D 	F 
1179	00144391  	F 	G 
1180	00144834  	H 	G 
1181	00144957  	D 	B 
1182	00145060  	F 	F 
1183	00145152  	G 	F 
1184	00145930  	D 	B 
1185	00146005  	D 	C 
1186	00146210  	F 	A 
1187	00146265  	E 	E 
1188	00146432  	E 	E 
1189	00146470  	H 	C 
1190	00146708  	G 	B 
1191	00147088  	C 	E 
1192	00147293  	E 	F 
1193	00147514  	E 	E 
1194	00147545  	D 	F 
1195	00147668  	D 	C 
1196	00147743  	G 	D 
1197	00147873  	E 	E 
1198	00147910  	D 	E 
1199	00148047  	C 	D 
1200	00148207  	D 	E 
1201	00148740  	D 	F 
1202	00148887  	F 	B 
1203	00149068  	E 	G 
1204	00149174  	F 	E 
1205	00149198  	F 	F 
1206	00149211  	D 	F 
1207	00149266  	F 	E 
1208	00149426  	C 	E 
1209	00149556  	G 	E 
1210	00149563  	H 	E 
1211	00149969  	G 	E 
1212	00150064  	G 	C 
1213	00150194  	D 	E 
1214	00150996  	C 	D 
1215	00151139  	C 	F 
1216	00151153  	D 	E 
1217	00151269  	F 	H 
1218	00151337  	D 	C 
1219	00151351  	C 	F 
1220	00151832  	C 	H 
1221	00151955  	D 	C 
1222	00152198  	E 	E 
1223	00152273  	E 	E 
1224	00152525  	B 	E 
1225	00152884  	F 	D 
1226	00152945  	E 	E 
1227	00153102  	D 	G 
1228	00153294  	E 	G 
1229	00153300  	B 	E 
1230	00153362  	F 	F 
1231	00153386  	D 	D 
1232	00153393  	H 	F 
1233	00153454  	G 	E 
1234	00153485  	F 	F 
1235	00153607  	C 	H 
1236	00153737  	E 	H 
1237	00153928  	B 	F 
1238	00153942  	F 	E 
1239	00154055  	E 	E 
1240	00154093  	E 	E 
1241	00154192  	C 	E 
1242	00154215  	E 	D 
1243	00154338  	F 	E 
1244	00154369  	D 	F 
1245	00154383  	D 	E 
1246	00154413  	F 	H 
1247	00154420  	D 	E 
1248	00154451  	D 	E 
1249	00154468  	D 	E 
1250	00154499  	E 	E 
1251	00154550  	F 	E 
1252	00154567  	E 	E 
1253	00154574  	H 	E 
1254	00154581  	E 	E 
1255	00154611  	D 	E 
1256	00154628  	G 	E 
1257	00154727  	G 	F 
1258	00154789  	G 	C 
1259	00154819  	E 	E 
1260	00154901  	E 	H 
1261	00154932  	E 	F 
1262	00154970  	B 	E 
1263	00155113  	G 	H 
1264	00155144  	H 	E 
1265	00155168  	F 	E 
1266	00155182  	F 	E 
1267	00155199  	G 	E 
1268	00155243  	D 	E 
1269	00155489  	D 	C 
1270	00155533  	H 	E 
1271	00155656  	J 	E 
1272	00155694  	F 	E 
1273	00155748  	E 	E 
1274	00155915  	D 	E 
1275	00156035  	J 	E 
1276	00156059  	C 	E 
1277	00156066  	F 	G 
1278	00156097  	G 	E 
1279	00156127  	F 	E 
1280	00156134  	C 	D 
1281	00156158  	E 	E 
1282	00156196  	C 	E 
1283	00156264  	I 	E 
1284	00156325  	E 	E 
1285	00156387  	E 	E 
1286	00156448  	D 	E 
1287	00156493  	C 	E 
1288	00156509  	C 	E 
1289	00156578  	H 	E 
1290	00156615  	G 	E 
1291	00156721  	F 	G 
1292	00156776  	D 	E 
1293	00156820  	E 	H 
1294	00157025  	G 	E 
1295	00157179  	E 	E 
1296	00157285  	F 	E 
1297	00157346  	G 	E 
1298	00157421  	E 	G 
1299	00157445  	E 	G 
1300	00157742  	E 	E 
1301	00157872  	E 	A 
1302	00157919  	C 	E 
1303	00158183  	F 	F 
1304	00158282  	F 	E 
1305	00158305  	F 	C 
1306	00158312  	G 	C 
1307	00158565  	B 	F 
1308	00158626  	I 	F 
1309	00158633  	H 	C 
1310	00158688  	J 	F 
1311	00158756  	C 	E 
1312	00158848  	H 	E 
1313	00158985  	F 	D 
1314	00159135  	I 	E 
1315	00159227  	D 	B 
1316	00159234  	D 	F 
1317	00159371  	C 	F 
1318	00159401  	C 	G 
1319	00159425  	H 	F 
1320	00159456  	G 	A 
1321	00159487  	F 	A 
1322	00159555  	F 	E 
1323	00159593  	C 	E 
1324	00159739  	C 	E 
1325	00159746  	E 	C 
1326	00159760  	D 	F 
1327	00159791  	D 	F 
1328	00160216  	J 	A 
1329	00160230  	J 	E 
1330	00160360  	H 	E 
1331	00160445  	C 	F 
1332	00160476  	F 	E 
1333	00160544  	F 	E 
1334	00160780  	G 	E 
1335	00160889  	F 	E 
1336	00160896  	E 	A 
1337	00161053  	G 	F 
1338	00161084  	E 	C 
1339	00161121  	C 	H 
1340	00161138  	I 	F 
1341	00161152  	D 	F 
1342	00161275  	J 	H 
1343	00161305  	I 	F 
1344	00161336  	C 	F 
1345	00161343  	D 	F 
1346	00161367  	B 	F 
1347	00161381  	D 	F 
1348	00161404  	G 	F 
1349	00161503  	F 	E 
1350	00161527  	D 	F 
1351	00161541  	G 	F 
1352	00161558  	D 	E 
1353	00161763  	H 	F 
1354	00161770  	I 	C 
1355	00161879  	F 	E 
1356	00161886  	D 	E 
1357	00161923  	C 	F 
1358	00162340  	G 	E 
1359	00162432  	D 	E 
1360	00162487  	B 	H 
1361	00162517  	H 	H 
1362	00162555  	G 	H 
1363	00162593  	G 	F 
1364	00162722  	G 	F 
1365	00162753  	D 	E 
1366	00162982  	F 	E 
1367	00163248  	C 	F 
1368	00163316  	E 	D 
1369	00163590  	E 	E 
1370	00163804  	E 	E 
1371	00163835  	F 	E 
1372	00163873  	F 	G 
1373	00163934  	H 	E 
1374	00163972  	I 	E 
1375	00164016  	E 	F 
1376	00164122  	G 	E 
1377	00164252  	G 	E 
1378	00165570  	D 	F 
1379	00165754  	C 	G 
1380	00165815  	J 	E 
1381	00165914  	C 	F 
1382	00166188  	E 	E 
1383	00166232  	E 	C 
1384	00166324  	I 	E 
1385	00166355  	E 	C 
1386	00166546  	E 	H 
1387	00166690  	F 	E 
1388	00166805  	A 	E 
1389	00166898  	E 	E 
1390	00167369  	G 	E 
1391	00167710  	D 	H 
1392	00168311  	F 	E 
1393	00168366  	G 	E 
1394	00168502  	E 	H 
1395	00168571  	F 	E 
1396	00168755  	D 	C 
1397	00169059  	E 	C 
1398	00169592  	D 	C 
1399	00169967  	D 	F 
1400	00170017  	H 	E 
1401	00170109  	C 	E 
1402	00170161  	J 	E 
1403	00170215  	I 	F 
1404	00170291  	C 	A 
1405	00170369  	G 	E 
1406	00170376  	G 	E 
1407	00170451  	J 	C 
1408	00170536  	G 	B 
1409	00170703  	C 	E 
1410	00170734  	D 	E 
1411	00170949  	D 	E 
1412	00170956  	G 	H 
1413	00171045  	F 	H 
1414	00171113  	G 	F 
1415	00171137  	E 	E 
1416	00171212  	H 	E 
1417	00171311  	F 	E 
1418	00171335  	G 	E 
1419	00171403  	H 	E 
1420	00171434  	J 	E 
1421	00171441  	C 	D 
1422	00171557  	H 	E 
1423	00171687  	J 	E 
1424	00171748  	D 	E 
1425	00171755  	G 	E 
1426	00171830  	F 	E 
1427	00171854  	F 	E 
1428	00171861  	D 	D 
1429	00171878  	D 	E 
1430	00171885  	F 	E 
1431	00171892  	F 	E 
1432	00171915  	D 	E 
1433	00171977  	E 	E 
1434	00172042  	F 	E 
1435	00172202  	G 	E 
1436	00172264  	F 	G 
1437	00172325  	G 	G 
1438	00172363  	F 	B 
1439	00172417  	G 	E 
1440	00172431  	J 	A 
1441	00172523  	G 	E 
1442	00172868  	D 	E 
1443	00172875  	I 	E 
1444	00172882  	D 	E 
1445	00172967  	D 	C 
1446	00172974  	D 	E 
1447	00173018  	H 	E 
1448	00173049  	G 	G 
1449	00173094  	C 	G 
1450	00173209  	D 	F 
1451	00173216  	G 	E 
1452	00173285  	F 	A 
1453	00173339  	H 	E 
1454	00173360  	B 	E 
1455	00173391  	C 	E 
1456	00173407  	E 	G 
1457	00173414  	F 	E 
1458	00173445  	F 	E 
1459	00173452  	E 	A 
1460	00173582  	D 	H 
1461	00173629  	F 	E 
1462	00173674  	J 	E 
1463	00173704  	F 	E 
1464	00174015  	B 	G 
1465	00174183  	C 	F 
1466	00174244  	E 	E 
1467	00174466  	D 	F 
1468	00174534  	E 	E 
1469	00174909  	E 	E 
1470	00175159  	D 	G 
1471	00175173  	J 	E 
1472	00175180  	G 	H 
1473	00175357  	G 	E 
1474	00175364  	B 	H 
1475	00175432  	C 	G 
1476	00175562  	C 	D 
1477	00176323  	F 	F 
1478	00176408  	D 	E 
1479	00177276  	C 	D 
1480	00178143  	E 	F 
1481	00178594  	H 	A 
1482	00179430  	F 	F 
1483	00180207  	C 	A 
1484	00180436  	H 	E 
1485	00180474  	F 	B 
1486	00180955  	G 	E 
1487	00181082  	I 	C 
1488	00181099  	C 	F 
1489	00181402  	J 	F 
1490	00181709  	G 	E 
1491	00181747  	G 	E 
1492	00182317  	C 	E 
1493	00182409  	C 	E 
1494	00182669  	E 	G 
1495	00182997  	C 	E 
1496	00183031  	I 	E 
1497	00183062  	E 	D 
1498	00183079  	E 	G 
1499	00183161  	E 	G 
1500	00183468  	D 	E 
1501	00183642  	C 	F 
1502	00183819  	J 	E 
1503	00183963  	C 	C 
1504	00183987  	B 	E 
1505	00184182  	E 	D 
1506	00184311  	F 	E 
1507	00184359  	C 	A 
1508	00184571  	F 	E 
1509	00184618  	C 	C 
1510	00184656  	C 	A 
1511	00185370  	B 	E 
1512	00185875  	D 	B 
1513	00186094  	H 	E 
1514	00186193  	G 	E 
1515	00186285  	G 	H 
1516	00186339  	E 	E 
1517	00186711  	F 	F 
1518	00186810  	D 	F 
1519	00187183  	E 	F 
1520	00187213  	E 	E 
1521	00187299  	D 	E 
1522	00187442  	F 	F 
1523	00187459  	G 	F 
1524	00187473  	G 	F 
1525	00187541  	F 	E 
1526	00187589  	E 	E 
1527	00187626  	E 	A 
1528	00187657  	G 	F 
1529	00187831  	E 	G 
1530	00187923  	C 	E 
1531	00188005  	E 	G 
1532	00188067  	D 	E 
1533	00188210  	F 	E 
1534	00188265  	D 	D 
1535	00188357  	E 	E 
1536	00188654  	C 	D 
1537	00188760  	G 	F 
1538	00188852  	F 	E 
1539	00188920  	C 	E 
1540	00189019  	D 	E 
1541	00189231  	F 	H 
1542	00189248  	C 	E 
1543	00189439  	E 	H 
1544	00189460  	D 	E 
1545	00189897  	H 	F 
1546	00190138  	F 	E 
1547	00190213  	F 	E 
1548	00190220  	E 	E 
1549	00190299  	G 	E 
1550	00190343  	K 	E 
1551	00190411  	D 	F 
1552	00190459  	H 	E 
1553	00190664  	H 	F 
1554	00190695  	G 	E 
1555	00190787  	D 	E 
1556	00190916  	E 	E 
1557	00190985  	D 	F 
1558	00191050  	C 	E 
1559	00191135  	H 	E 
1560	00191159  	F 	E 
1561	00191234  	E 	E 
1562	00191265  	E 	E 
1563	00191432  	F 	E 
1564	00191548  	D 	E 
1565	00191593  	H 	E 
1566	00191630  	G 	E 
1567	00191661  	D 	F 
1568	00191685  	F 	E 
1569	00191715  	E 	F 
1570	00191746  	D 	E 
1571	00191869  	D 	E 
1572	00192101  	E 	D 
1573	00192217  	C 	F 
1574	00192361  	D 	E 
1575	00192538  	D 	F 
1576	00192576  	E 	G 
1577	00192729  	C 	E 
1578	00192941  	E 	H 
1579	00193092  	B 	E 
1580	00193245  	D 	C 
1581	00193726  	E 	F 
1582	00194259  	B 	E 
1583	00194327  	F 	E 
1584	00194334  	B 	G 
1585	00194341  	C 	E 
1586	00194358  	B 	D 
1587	00194396  	E 	G 
1588	00194402  	E 	C 
1589	00194600  	K 	E 
1590	00194631  	C 	F 
1591	00194655  	G 	F 
1592	00194754  	D 	F 
1593	00194778  	E 	F 
1594	00194846  	F 	G 
1595	00194914  	E 	F 
1596	00194921  	D 	F 
1597	00194990  	C 	A 
1598	00195010  	D 	F 
1599	00195058  	E 	E 
1600	00195072  	D 	E 
1601	00195157  	F 	F 
1602	00195195  	G 	E 
1603	00195522  	D 	F 
1604	00195546  	F 	F 
1605	00195584  	E 	F 
1606	00195751  	F 	C 
1607	00195782  	C 	C 
1608	00195812  	D 	E 
1609	00195959  	F 	E 
1610	00196024  	C 	E 
1611	00196093  	G 	F 
1612	00196215  	D 	G 
1613	00196222  	H 	F 
1614	00196260  	E 	B 
1615	00196475  	H 	E 
1616	00196529  	D 	A 
1617	00196536  	I 	F 
1618	00196543  	H 	E 
1619	00196567  	F 	F 
1620	00196666  	C 	E 
1621	00196673  	D 	E 
1622	00196680  	F 	E 
1623	00196734  	J 	H 
1624	00196765  	H 	E 
1625	00196864  	G 	E 
1626	00196895  	D 	E 
1627	00196918  	C 	F 
1628	00197007  	D 	E 
1629	00197038  	C 	F 
1630	00197175  	D 	E 
1631	00197212  	D 	F 
1632	00197243  	C 	E 
1633	00197250  	D 	B 
1634	00197533  	C 	E 
1635	00197601  	J 	E 
1636	00197625  	D 	E 
1637	00197656  	H 	F 
1638	00197663  	F 	E 
1639	00197670  	H 	E 
1640	00197700  	E 	D 
1641	00197779  	D 	E 
1642	00197786  	E 	E 
1643	00197946  	D 	E 
1644	00197960  	I 	E 
1645	00198004  	D 	G 
1646	00198035  	C 	E 
1647	00198127  	C 	E 
1648	00198202  	C 	E 
1649	00198271  	D 	F 
1650	00198301  	C 	F 
1651	00198639  	H 	F 
1652	00198653  	C 	F 
1653	00198677  	C 	F 
1654	00198738  	E 	E 
1655	00198813  	D 	A 
1656	00198844  	B 	F 
1657	00199056  	B 	E 
1658	00199148  	I 	F 
1659	00199216  	F 	F 
1660	00199346  	E 	E 
1661	00199360  	H 	E 
1662	00199384  	G 	E 
1663	00199391  	D 	F 
1664	00199407  	B 	E 
1665	00199469  	B 	E 
1666	00199513  	C 	E 
1667	00199599  	E 	E 
1668	00199612  	J 	E 
1669	00199810  	D 	E 
1670	00199988  	I 	F 
1671	00199995  	D 	E 
1672	00200066  	B 	E 
1673	00200356  	D 	F 
1674	00200813  	E 	F 
1675	00201056  	D 	E 
1676	00201629  	C 	F 
1677	00201827  	F 	E 
1678	00201834  	D 	F 
1679	00201865  	E 	E 
1680	00201964  	C 	G 
1681	00202190  	B 	E 
1682	00202213  	D 	C 
1683	00202749  	H 	F 
1684	00202794  	G 	F 
1685	00202879  	H 	F 
1686	00202886  	E 	H 
1687	00202909  	C 	A 
1688	00203005  	I 	E 
1689	00203050  	K 	E 
1690	00203166  	J 	F 
1691	00203173  	C 	G 
1692	00203180  	E 	F 
1693	00203265  	J 	C 
1694	00203562  	G 	E 
1695	00203661  	B 	E 
1696	00203739  	E 	E 
1697	00203746  	D 	A 
1698	00203838  	F 	E 
1699	00203975  	C 	E 
1700	00204040  	J 	E 
1701	00204095  	J 	E 
1702	00204118  	B 	F 
1703	00204149  	I 	E 
1704	00204255  	C 	C 
1705	00204446  	J 	E 
1706	00204514  	J 	H 
1707	00204569  	G 	E 
1708	00204583  	J 	E 
1709	00204606  	B 	E 
1710	00204637  	F 	C 
1711	00204941  	F 	F 
1712	00205115  	F 	E 
1713	00205191  	D 	C 
1714	00205207  	C 	F 
1715	00205221  	K 	E 
1716	00205320  	D 	F 
1717	00205375  	C 	G 
1718	00205450  	B 	F 
1719	00205498  	C 	E 
1720	00205504  	D 	E 
1721	00205511  	H 	E 
1722	00205528  	J 	E 
1723	00205689  	D 	F 
1724	00205733  	D 	E 
1725	00205740  	F 	F 
1726	00205757  	E 	E 
1727	00205771  	E 	E 
1728	00205818  	B 	F 
1729	00205825  	E 	E 
1730	00205863  	D 	G 
1731	00205894  	E 	F 
1732	00206075  	G 	F 
1733	00206105  	C 	F 
1734	00206655  	F 	E 
1735	00206679  	E 	C 
1736	00206723  	I 	C 
1737	00207072  	G 	A 
1738	00207096  	H 	C 
1739	00207126  	G 	E 
1740	00207218  	D 	E 
1741	00207423  	C 	E 
1742	00207454  	C 	D 
1743	00207492  	D 	G 
1744	00207744  	D 	E 
1745	00208062  	D 	E 
1746	00208239  	C 	E 
1747	00208420  	D 	E 
1748	00208604  	E 	F 
1749	00208895  	E 	E 
1750	00208949  	G 	F 
1751	00208963  	E 	F 
1752	00209236  	D 	F 
1753	00209250  	D 	F 
1754	00209793  	H 	E 
1755	00209991  	D 	E 
1756	00210034  	G 	E 
1757	00210072  	D 	C 
1758	00210096  	F 	F 
1759	00210188  	E 	E 
1760	00210249  	E 	E 
1761	00210263  	F 	E 
1762	00210270  	J 	E 
1763	00210324  	E 	E 
1764	00210416  	C 	C 
1765	00210447  	E 	E 
1766	00210737  	F 	F 
1767	00210904  	F 	D 
1768	00210928  	E 	A 
1769	00211079  	H 	E 
1770	00211215  	E 	E 
1771	00211277  	G 	E 
1772	00211291  	B 	E 
1773	00211338  	G 	F 
1774	00211383  	F 	A 
1775	00211482  	E 	E 
1776	00211666  	C 	B 
1777	00211734  	H 	E 
1778	00211772  	C 	E 
1779	00211949  	E 	E 
1780	00212281  	D 	H 
1781	00212519  	E 	F 
1782	00212649  	F 	B 
1783	00212809  	H 	E 
1784	00212939  	F 	H 
1785	00213073  	D 	E 
1786	00213219  	F 	E 
1787	00213233  	D 	F 
1788	00213301  	D 	F 
1789	00213561  	C 	E 
1790	00213776  	D 	G 
1791	00214148  	B 	E 
1792	00214223  	F 	E 
1793	00214339  	D 	E 
1794	00214384  	F 	E 
1795	00214414  	E 	E 
1796	00214544  	F 	E 
1797	00215428  	E 	G 
1798	00215572  	E 	C 
1799	00215725  	D 	F 
1800	00215756  	E 	E 
1801	00215824  	D 	D 
1802	00216029  	F 	E 
1803	00216371  	F 	E 
1804	00216449  	D 	H 
1805	00216517  	C 	F 
1806	00216531  	F 	A 
1807	00216562  	F 	C 
1808	00216586  	F 	C 
1809	00216647  	E 	E 
1810	00216869  	E 	E 
1811	00216937  	C 	F 
1812	00217057  	B 	F 
1813	00217149  	G 	H 
1814	00217293  	F 	E 
1815	00217361  	F 	E 
1816	00217408  	D 	D 
1817	00217538  	G 	F 
1818	00218115  	D 	E 
1819	00218450  	E 	E 
1820	00218498  	C 	F 
1821	00218658  	E 	E 
1822	00218672  	D 	E 
1823	00218702  	D 	C 
1824	00218719  	E 	E 
1825	00218801  	C 	E 
1826	00218863  	F 	E 
1827	00218924  	C 	E 
1828	00218962  	B 	E 
1829	00219044  	D 	G 
1830	00219068  	H 	E 
1831	00219259  	G 	E 
1832	00219297  	C 	F 
1833	00219310  	D 	E 
1834	00219334  	F 	E 
1835	00219389  	C 	E 
1836	00219440  	D 	F 
1837	00219549  	B 	E 
1838	00219570  	A 	E 
1839	00219617  	E 	E 
1840	00219679  	D 	F 
1841	00219716  	H 	F 
1842	00219747  	G 	F 
1843	00219891  	H 	E 
1844	00219969  	F 	E 
1845	00219976  	I 	F 
1846	00220026  	I 	E 
1847	00220057  	J 	E 
1848	00220118  	G 	H 
1849	00220149  	E 	F 
1850	00220170  	E 	E 
1851	00220194  	C 	E 
1852	00220279  	D 	H 
1853	00220361  	J 	F 
1854	00220385  	F 	E 
1855	00220392  	G 	E 
1856	00220477  	G 	F 
1857	00220552  	B 	E 
1858	00220644  	G 	E 
1859	00220682  	F 	E 
1860	00220736  	D 	E 
1861	00220828  	G 	E 
1862	00220842  	C 	F 
1863	00220873  	F 	E 
1864	00220934  	G 	E 
1865	00220972  	F 	F 
1866	00221016  	J 	E 
1867	00221023  	C 	G 
1868	00221047  	J 	E 
1869	00221153  	A 	E 
1870	00221177  	F 	E 
1871	00221252  	B 	E 
1872	00221436  	G 	G 
1873	00221443  	D 	H 
1874	00221467  	E 	F 
1875	00221573  	G 	E 
1876	00221610  	E 	F 
1877	00221634  	D 	D 
1878	00221719  	I 	H 
1879	00222143  	F 	F 
1880	00222204  	E 	F 
1881	00222242  	G 	G 
1882	00222341  	E 	E 
1883	00222402  	F 	E 
1884	00222570  	E 	B 
1885	00222679  	E 	E 
1886	00222709  	J 	E 
1887	00222747  	B 	E 
1888	00222839  	E 	H 
1889	00222921  	E 	C 
1890	00223089  	K 	E 
1891	00223102  	G 	F 
1892	00223119  	E 	F 
1893	00223317  	F 	E 
1894	00223638  	D 	F 
1895	00224161  	E 	E 
1896	00224338  	E 	F 
1897	00225588  	C 	F 
1898	00225656  	G 	F 
1899	00225670  	F 	F 
1900	00225700  	B 	F 
1901	00225793  	E 	F 
1902	00226394  	D 	F 
1903	00227032  	G 	D 
1904	00227131  	E 	E 
1905	00227261  	C 	F 
1906	00227322  	F 	C 
1907	00227773  	G 	E 
1908	00227919  	G 	F 
1909	00229135  	F 	G 
1910	00229210  	F 	B 
1911	00229241  	J 	F 
1912	00229586  	F 	D 
1913	00229593  	G 	F 
1914	00230278  	F 	D 
1915	00230483  	D 	E 
1916	00230667  	E 	C 
1917	00231909  	D 	E 
1918	00231930  	C 	E 
1919	00231961  	E 	E 
1920	00232005  	A 	E 
1921	00232012  	C 	E 
1922	00232029  	C 	E 
1923	00232159  	C 	E 
1924	00232265  	D 	H 
1925	00232333  	D 	E 
1926	00232340  	D 	E 
1927	00232418  	H 	D 
1928	00232494  	G 	C 
1929	00232708  	D 	G 
1930	00233262  	H 	E 
1931	00233279  	C 	G 
1932	00233484  	D 	E 
1933	00233590  	F 	G 
1934	00233606  	D 	E 
1935	00233705  	D 	F 
1936	00234276  	H 	F 
1937	00234290  	D 	F 
1938	00234467  	D 	F 
1939	00234481  	D 	G 
1940	00234658  	F 	H 
1941	00234764  	G 	E 
1942	00234900  	C 	E 
1943	00235228  	J 	E 
1944	00235235  	C 	E 
1945	00235266  	C 	E 
1946	00235273  	J 	E 
1947	00235419  	C 	E 
1948	00235587  	G 	E 
1949	00235617  	I 	F 
1950	00235648  	D 	E 
1951	00235754  	J 	E 
1952	00235761  	D 	F 
1953	00235952  	D 	F 
1954	00236058  	C 	C 
1955	00236348  	E 	A 
1956	00236645  	D 	H 
1957	00236874  	E 	E 
1958	00237109  	H 	E 
1959	00237130  	F 	D 
1960	00237154  	F 	D 
1961	00237383  	D 	E 
1962	00237437  	A 	E 
1963	00237499  	D 	C 
1964	00237567  	H 	E 
1965	00237727  	G 	F 
1966	00238168  	C 	F 
1967	00238243  	H 	H 
1968	00238281  	B 	E 
1969	00238540  	C 	E 
1970	00238571  	E 	E 
1971	00238618  	C 	E 
1972	00238717  	G 	F 
1973	00238809  	B 	F 
1974	00239448  	D 	F 
1975	00239530  	D 	E 
1976	00239677  	E 	C 
1977	00241540  	G 	E 
1978	00241656  	B 	E 
1979	00241700  	C 	E 
1980	00241779  	C 	E 
1981	00241793  	C 	C 
1982	00242110  	C 	D 
1983	00242127  	D 	E 
1984	00242233  	G 	E 
1985	00242875  	G 	E 
1986	00242936  	E 	E 
1987	00243483  	E 	F 
1988	00243605  	E 	F 
1989	00243704  	D 	H 
1990	00243728  	G 	F 
1991	00243988  	D 	F 
1992	00244251  	F 	G 
1993	00245227  	C 	E 
1994	00245456  	C 	F 
1995	00245524  	C 	F 
1996	00245548  	D 	C 
1997	00245746  	B 	E 
1998	00245753  	C 	C 
1999	00245876  	C 	C 
2000	00245906  	C 	E 
2001	00245920  	F 	A 
2002	00246033  	E 	E 
2003	00246088  	C 	E 
2004	00246095  	E 	A 
2005	00246118  	E 	E 
2006	00246170  	D 	E 
2007	00246255  	I 	E 
2008	00246651  	E 	F 
2009	00246705  	C 	E 
2010	00246842  	E 	D 
2011	00246897  	H 	D 
2012	00247375  	F 	E 
2013	00247962  	F 	E 
2014	00248273  	C 	E 
2015	00248433  	F 	E 
2016	00248655  	C 	E 
2017	00248952  	H 	F 
2018	00249713  	D 	E 
2019	00249850  	B 	G 
2020	00250061  	E 	D 
2021	00250245  	D 	F 
2022	00250412  	D 	F 
2023	00250511  	G 	F 
2024	00250573  	E 	F 
2025	00250771  	E 	E 
2026	00250856  	F 	E 
2027	00250870  	C 	F 
2028	00251006  	D 	F 
2029	00251051  	C 	F 
2030	00251129  	E 	E 
2031	00251167  	H 	F 
2032	00251228  	F 	E 
2033	00251396  	J 	E 
2034	00251402  	G 	E 
2035	00251426  	G 	E 
2036	00251631  	G 	E 
2037	00251648  	J 	H 
2038	00251761  	G 	E 
2039	00252027  	I 	C 
2040	00252195  	D 	F 
2041	00252478  	K 	E 
2042	00252492  	K 	E 
2043	00252898  	D 	G 
2044	00253093  	J 	H 
2045	00253307  	D 	D 
2046	00253772  	D 	D 
2047	00254434  	E 	G 
2048	00254779  	B 	E 
2049	00255202  	D 	F 
2050	00255431  	J 	H 
2051	00255806  	D 	F 
2052	00255967  	E 	E 
2053	00256254  	D 	F 
2054	00256582  	F 	E 
2055	00256735  	D 	F 
2056	00256933  	C 	F 
2057	00257121  	C 	A 
2058	00257794  	E 	B 
2059	00257916  	F 	D 
2060	00257930  	B 	E 
2061	00258067  	E 	E 
2062	00258098  	C 	E 
2063	00258173  	F 	D 
2064	00258180  	J 	E 
2065	00258555  	G 	E 
2066	00260091  	D 	G 
2067	00260114  	G 	C 
2068	00260329  	J 	E 
